1000010000000000	5.152363e+01	4.324330e+01	-2.744863e+02	2.964901e+00	1.000000e+02	9.123993e-01	9.123996e-01	-2.099460e+02	
1000010000100000	5.152363e+01	4.324330e+01	-2.744863e+02	2.717022e+00	1.000000e+02	1.338221e+00	1.130487e-09	-1.676072e+02	
1000010000100001	5.152363e+01	4.324330e+01	-2.744863e+02	2.001656e+00	1.000000e+02	1.000000e+02	1.000000e+02	-1.435538e+02	
1000010000000001	5.152363e+01	4.324330e+01	-2.744863e+02	2.149509e+00	1.000000e+02	1.340792e+00	1.000000e-09	-1.673811e+02	
1000000000100000	5.152363e+01	4.324330e+01	-2.744863e+02	3.393253e+00	1.000000e+02	1.044742e+00	1.044741e+00	-2.185880e+02	
1000000000100001	5.152363e+01	4.324330e+01	-2.744863e+02	1.908283e+00	1.000000e+02	1.433202e+00	1.000000e-09	-1.749785e+02	
1000000000000001	5.152363e+01	4.324330e+01	-2.744863e+02	2.122541e+00	1.000000e+02	1.051329e+00	1.051330e+00	-2.204132e+02	
0000010000100000	5.152363e+01	4.324330e+01	-2.744863e+02	3.148891e+00	1.000000e+02	9.917947e-01	9.917946e-01	-2.163833e+02	
0000010000100001	5.152363e+01	4.324330e+01	-2.744863e+02	2.092991e+00	1.000000e+02	1.445226e+00	1.000000e-09	-1.751811e+02	
0000010000000001	5.152363e+01	4.324330e+01	-2.744863e+02	2.560372e+00	1.000000e+02	1.067117e+00	1.067118e+00	-2.188372e+02	
0000000000100001	5.152363e+01	4.324330e+01	-2.744863e+02	2.023691e+00	1.000000e+02	1.105461e+00	1.105460e+00	-2.235787e+02	

